i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
865   |    -7.11560167433166    -5.65028348292519  |   0.0000000001539   0.0000000001094
866   |     7.38321335902326    -4.72720833724156  |   0.0000000001604   0.0000000000233
867   |    13.17909359736418     1.56122681399018  |   0.0000000001843   0.0000000000841
868   |     8.45359297726375    -2.19851035833039  |   0.0000000002322  -0.0000000000717
869   |   -10.08905390261122     5.74106128428408  |   0.0000000001242  -0.0000000000916
870   |    -1.86274669709612    -4.01309968285804  |   0.0000000000486  -0.0000000001301
871   |    13.64984696263666    22.16289603484538  |  -0.0000000000524  -0.0000000000125
872   |     2.81763242114538     4.05853721062323  |  -0.0000000000049   0.0000000001026
873   |    21.71661229162555   -24.24995492565554  |   0.0000000001819   0.0000000000957
874   |    -3.80938730580519   -10.47932550400320  |   0.0000000000455  -0.0000000001134
875   |    -9.91103208382817    -1.82054147504463  |  -0.0000000000073   0.0000000001540
876   |     7.26025478887804    -2.37581769982493  |   0.0000000001660   0.0000000000381
877   |   -10.38792882759039   -12.60135534931866  |   0.0000000001097   0.0000000000542
878   |     0.91658349234352    -3.88060783828428  |   0.0000000001267  -0.0000000000594
879   |    13.47313486741111    -1.96093602221533  |   0.0000000000295   0.0000000000426
880   |     3.67325365929820     0.67513085757749  |   0.0000000000593  -0.0000000000154
881   |    -9.90806392970583    16.33673322440167  |   0.0000000000212   0.0000000002022
882   |     5.23856931389301    -6.61754886315177  |   0.0000000003124   0.0000000000453
883   |    11.13837964563947     1.10131115865833  |   0.0000000001324  -0.0000000000634
884   |   -17.31396926883944     3.13631228618680  |   0.0000000001334  -0.0000000001038
885   |     7.88485669272514   -13.54576929648793  |   0.0000000000039   0.0000000000160
886   |    -9.31068464568758    -3.01456454797792  |   0.0000000001817  -0.0000000000947
887   |    15.23162153587275    -2.07885786454525  |  -0.0000000001548  -0.0000000000566
888   |     5.06552028778619     3.42803498403499  |   0.0000000000860   0.0000000001565
889   |    21.15181784684414    17.18806034003552  |   0.0000000000476   0.0000000000510
890   |     1.16242200602663     7.35594198016178  |   0.0000000002143   0.0000000000806
891   |     1.43089081242349    20.88723212557916  |   0.0000000000740  -0.0000000000805
892   |    13.42434980144751   -13.69516005026022  |   0.0000000001428  -0.0000000000055
893   |    -3.71427810011764   -21.34316096131516  |  -0.0000000000728  -0.0000000001017
894   |     9.38571172464141     4.98168005060793  |   0.0000000000935   0.0000000001910
895   |   -20.59478877496381     0.41647836842902  |   0.0000000000913  -0.0000000001239
896   |    -0.14810003040675    12.06226413315833  |  -0.0000000000174   0.0000000001475
897   |   -19.86122413824852     9.78223036355783  |   0.0000000001491   0.0000000000099
898   |     2.00872773450352   -19.53301306899952  |   0.0000000001004   0.0000000000997
899   |    13.32858371024809    -7.22132398906727  |   0.0000000001760  -0.0000000001321
900   |    11.87929567939909   -20.13683681772463  |  -0.0000000001099   0.0000000000527
901   |     2.10426919273751    -8.99973200986570  |   0.0000000001879   0.0000000001168
902   |    -9.02694938826772    -2.63050314917059  |   0.0000000001092  -0.0000000000072
903   |     2.62189782456115   -17.08974801011556  |   0.0000000001512  -0.0000000000467
904   |   -18.40612629675526    -9.13229780320830  |  -0.0000000000149  -0.0000000000030
905   |    -0.11701419166180   -17.53927998741923  |   0.0000000001897   0.0000000000284
906   |   -19.04583843758627     9.14745311369747  |  -0.0000000000428  -0.0000000001066
907   |    -4.87617517856318   -11.06155195472306  |   0.0000000001001   0.0000000001903
908   |     3.99633175259230    -9.04424165274210  |   0.0000000001968  -0.0000000001346
909   |    -3.87966993603929   -27.28704486824346  |  -0.0000000000416  -0.0000000000137
910   |    -0.44200972643471     1.78408979300303  |   0.0000000001012   0.0000000000157
911   |     7.81082189626087     1.04872950512407  |   0.0000000000395   0.0000000000047
912   |   -14.63388659413795   -11.69343878162225  |   0.0000000001474  -0.0000000000238
913   |     8.07196834218097    -4.94239524612122  |  -0.0000000000277  -0.0000000001429
914   |     3.87764119018702   -11.25341687917914  |  -0.0000000000686   0.0000000000824
915   |     6.64055671503510    10.22716236500886  |   0.0000000000710   0.0000000000258
916   |    18.39601394300373   -18.61767057594973  |  -0.0000000000425   0.0000000000171
917   |    -4.19826469528330   -24.69514682236819  |   0.0000000000104   0.0000000001425
918   |   -20.80384013577525   -17.74806529718684  |   0.0000000001411   0.0000000001120
919   |    -1.19390270083246    -0.03245921554098  |   0.0000000001409  -0.0000000000267
920   |   -28.05408395294864    10.61094534954822  |   0.0000000000361  -0.0000000000236
921   |     7.48724957098849     3.55698498407219  |   0.0000000000321  -0.0000000000097
922   |     1.92813842760010     2.35015263950999  |  -0.0000000000394   0.0000000000365
923   |    -0.13336859164743     4.26304859925020  |   0.0000000000435   0.0000000001310
924   |     3.47335916040684     6.04897400465086  |   0.0000000001106   0.0000000000323
925   |   -12.67524848739171    31.65365637301898  |  -0.0000000000144   0.0000000000284
926   |    15.51859627249998     1.13195482668048  |   0.0000000000858   0.0000000001514
927   |     6.02648056381005    15.49795809104982  |   0.0000000000796  -0.0000000000208
928   |     0.78939693175827    -6.63104723976455  |  -0.0000000000006   0.0000000001876
929   |    -5.77182588830053     8.34494566478081  |   0.0000000002513   0.0000000000491
930   |    19.70077589502096    11.42264425984611  |   0.0000000000248  -0.0000000000079
931   |     2.85005710802018   -12.82624220246198  |   0.0000000001551   0.0000000000369
932   |    -2.20743433561061    -7.50363674409434  |  -0.0000000000336  -0.0000000000493
933   |    13.77503536611872     0.35183619022651  |   0.0000000000143   0.0000000001489
934   |    -0.54360669501486    -0.85542152119319  |   0.0000000000676   0.0000000001399
935   |    -1.02478979223901    -9.86688485362529  |   0.0000000002133   0.0000000001126
936   |    -0.23006375469768    -5.05817531805837  |   0.0000000000569  -0.0000000000405
937   |     0.49354834689885   -16.58489022971511  |   0.0000000000637   0.0000000001958
938   |    -0.73037894510162    -4.10435203790896  |   0.0000000002468   0.0000000000906
939   |     2.85414245104976     1.67034588224052  |   0.0000000001922  -0.0000000000130
940   |   -20.49376979417728     0.23598278917301  |   0.0000000001545  -0.0000000000370
941   |    -6.22153890277502    -7.45921445260384  |   0.0000000000548  -0.0000000000985
942   |    -1.16354476195194    -3.31340797572897  |  -0.0000000000488   0.0000000001461
943   |    -1.15987925923051    10.52399595803950  |   0.0000000002968   0.0000000001065
944   |    11.04535925359739     2.46404350188918  |   0.0000000000863  -0.0000000000916
945   |     2.36941864714440   -10.31151867150738  |   0.0000000001620   0.0000000000259
946   |    -1.33520663639361    -2.17946082746345  |   0.0000000000106  -0.0000000000858
947   |    -8.86319180167223   -11.73228660176807  |   0.0000000001103   0.0000000000959
948   |    15.34277121161993    -0.75280486959965  |   0.0000000000119  -0.0000000000459
949   |    -4.68049650597837    10.19726452011199  |   0.0000000001556   0.0000000002005
950   |   -17.62697989440105    -5.33419932684284  |   0.0000000001654  -0.0000000001507
951   |     2.55307625094133    -6.89991081507718  |   0.0000000000029   0.0000000001009
952   |   -12.99135323898557    -2.77049389798600  |   0.0000000001577  -0.0000000000282
953   |    -9.06312178620931    -4.56165699738271  |   0.0000000000383   0.0000000000588
954   |    12.39168455136386    13.27299032738346  |   0.0000000000953   0.0000000000175
955   |    22.32674726874668     6.00022113893424  |   0.0000000001407   0.0000000001783
956   |    -7.16613227026374    -6.18884452778379  |   0.0000000002983  -0.0000000001309
957   |   -13.58399310588506     9.62866983884179  |  -0.0000000000151  -0.0000000000319
958   |     4.82336595449351   -15.94940414871034  |   0.0000000002176  -0.0000000000621
959   |     4.57822802192416     7.40874442242889  |  -0.0000000001161  -0.0000000001432
960   |    11.07669152007878    -0.89191103369743  |  -0.0000000000185   0.0000000001803
961   |    13.31362606175443     3.31311454498727  |   0.0000000001304   0.0000000001049
962   |    -0.42264376715873    -3.23178372739640  |   0.0000000001902   0.0000000000567
963   |     4.77286130850008     0.41497682626347  |   0.0000000001339  -0.0000000000757
964   |     9.10630447449236     7.45088054163441  |   0.0000000000377   0.0000000000399
965   |    -9.35989097242314    -4.10882559275087  |   0.0000000002254  -0.0000000000042
966   |   -21.36645316658744     2.81877473634572  |  -0.0000000000278  -0.0000000001789
967   |    16.19117870686850    -0.91979308755926  |  -0.0000000000221   0.0000000001761
968   |    -3.15665522694876    12.10753820753114  |   0.0000000001565  -0.0000000000212
969   |    -3.92785878395231     0.29042581450825  |   0.0000000000261   0.0000000000928
970   |    -3.49688813994490     3.56127860035812  |   0.0000000001626  -0.0000000000562
971   |     8.99790017945370    -4.48084444510006  |  -0.0000000000991   0.0000000001199
972   |     0.51863359120867   -12.99477908824908  |   0.0000000003177   0.0000000001576
973   |     7.91366489372772    -4.93889558361386  |   0.0000000001133  -0.0000000001112
974   |   -13.72462294525583    -4.52103754273030  |   0.0000000001660   0.0000000000111
975   |    -6.42642729519043    11.75682604734031  |   0.0000000000182  -0.0000000001422
976   |    24.69778679900323    -6.14907497468386  |  -0.0000000000184   0.0000000000832
977   |   -10.46524194778972    -8.09331222552682  |   0.0000000000470   0.0000000001041
978   |    -7.97456685216222    -5.65630438859458  |   0.0000000002390   0.0000000001248
979   |    -6.45110605957382     6.21758320823380  |   0.0000000001215  -0.0000000001699
980   |    -7.54672790984079    19.06777077905807  |  -0.0000000000629   0.0000000000922
981   |   -18.60550244707473    -9.18170383871155  |   0.0000000001377   0.0000000001530
982   |    -2.55476483934598    -0.62914110431053  |   0.0000000002636   0.0000000001040
983   |    -5.73726450796414     5.13794602998805  |   0.0000000002309  -0.0000000001425
984   |     1.78239233988511     6.04033986347331  |   0.0000000000607  -0.0000000000050
985   |     7.53997177899000     9.00844834928878  |   0.0000000002350  -0.0000000000835
986   |    -5.91603152772901     3.64838925111701  |  -0.0000000000109  -0.0000000001781
987   |     8.93864071387248     8.08034007440606  |  -0.0000000000334   0.0000000000454
988   |     8.63133631561933     5.76814799785318  |   0.0000000001102   0.0000000000561
989   |     4.44535341412823    -5.77870606091546  |   0.0000000000832  -0.0000000000564
990   |    10.64864415862660     5.63954553136015  |   0.0000000000145   0.0000000000710
991   |     5.75458599382125   -11.65710964016099  |   0.0000000002158   0.0000000000364
992   |    -1.59114141417276    -0.55933535337506  |   0.0000000001070  -0.0000000001675
993   |     0.11010900353606   -11.56226448005925  |  -0.0000000000946  -0.0000000000759
994   |     9.59324083469594     5.83931267093826  |  -0.0000000000381   0.0000000001335
995   |     1.30329778519064     0.31483310486902  |   0.0000000000962   0.0000000000621
996   |    -5.30488317156295    -0.66486105286863  |   0.0000000000178   0.0000000000950
997   |     8.98606516254630    12.95658410606508  |   0.0000000001582   0.0000000001389
998   |     2.64266244485018    -2.99617829752574  |   0.0000000002158   0.0000000000248
999   |     8.91922226291783     8.01033813502589  |   0.0000000001294  -0.0000000001324
1000  |   -14.38651423645632    -7.20384201034036  |  -0.0000000000822   0.0000000000159
1001  |     9.80727672200200     8.23293761587352  |   0.0000000000731   0.0000000001582
1002  |   -17.90851405305604     4.41937608348916  |   0.0000000001702   0.0000000001693
1003  |     2.06140585809310    13.96172521513714  |   0.0000000003528  -0.0000000000274
1004  |    -4.54909899818976   -12.96971267333641  |   0.0000000000727  -0.0000000001754
1005  |     1.25352419151182    -1.16236509378459  |   0.0000000000596  -0.0000000000247
1006  |    -7.72060060391437     2.65528037509865  |  -0.0000000000061   0.0000000000055
1007  |    -3.25658562697682     7.32223837296108  |   0.0000000001747   0.0000000001036
1008  |    -0.36629352464529   -13.68650435111513  |   0.0000000001456  -0.0000000001367
1009  |    -8.96191514848306    -7.05567878367096  |  -0.0000000000356  -0.0000000000714
1010  |     2.16287331867989     6.75372222067791  |  -0.0000000000629   0.0000000001100
1011  |    12.57642536684957    -8.79698870997640  |   0.0000000002047   0.0000000001533
1012  |     0.16515653557520    -9.86488306404265  |   0.0000000001340  -0.0000000001328
1013  |    13.22445819166489     4.01605554978022  |  -0.0000000000817   0.0000000000118
1014  |     3.03280946667755     2.22058915786972  |   0.0000000000406   0.0000000001896
1015  |     8.66846061371537    -2.98654107306765  |   0.0000000001795   0.0000000000583
1016  |    -3.59176964789525    -6.04983178952503  |   0.0000000000061   0.0000000001094
